threshold,precision,recall,f1,f2,specificity,roc_auc,pr_auc,tn,fp,fn,tp,false_positive_count,false_negative_count,true_positive_count,true_negative_count,total_cost
0.48,0.9166666666666666,0.8461538461538461,0.88,0.859375,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,2,11,1.0,2.0,11.0,7986.0,51.0
0.49,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.7936507936507936,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,3,10,1.0,3.0,10.0,7986.0,76.0
0.5,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.7936507936507936,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,3,10,1.0,3.0,10.0,7986.0,76.0
0.51,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.7936507936507936,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,3,10,1.0,3.0,10.0,7986.0,76.0
0.52,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.53,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.54,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.55,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.56,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.57,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.58,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.59,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.6,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.61,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.62,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.63,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.64,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.65,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.66,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.67,0.9,0.6923076923076923,0.782608695652174,0.7258064516129032,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,4,9,1.0,4.0,9.0,7986.0,101.0
0.68,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.69,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.7,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.71,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.72,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
