threshold,precision,recall,f1,f2,specificity,roc_auc,pr_auc,tn,fp,fn,tp,false_positive_count,false_negative_count,true_positive_count,true_negative_count,total_cost
0.82,0.07602339181286549,1.0,0.14130434782608695,0.2914798206278027,0.9802178540127707,0.9985023740501391,0.8407369108038005,7829,158,0,13,158.0,0.0,13.0,7829.0,158.0
0.83,0.08024691358024691,1.0,0.14857142857142858,0.3037383177570093,0.9813446851133091,0.9985023740501391,0.8407369108038005,7838,149,0,13,149.0,0.0,13.0,7838.0,149.0
0.84,0.08074534161490683,1.0,0.14942528735632185,0.3051643192488263,0.9814698885689245,0.9985023740501391,0.8407369108038005,7839,148,0,13,148.0,0.0,13.0,7839.0,148.0
0.85,0.07894736842105263,0.9230769230769231,0.14545454545454545,0.29411764705882354,0.9824715162138475,0.9985023740501391,0.8407369108038005,7847,140,1,12,140.0,1.0,12.0,7847.0,165.0
0.86,0.08163265306122448,0.9230769230769231,0.15,0.3015075376884422,0.9830975334919244,0.9985023740501391,0.8407369108038005,7852,135,1,12,135.0,1.0,12.0,7852.0,160.0
0.87,0.08391608391608392,0.9230769230769231,0.15384615384615385,0.3076923076923077,0.9835983473143859,0.9985023740501391,0.8407369108038005,7856,131,1,12,131.0,1.0,12.0,7856.0,156.0
0.88,0.08888888888888889,0.9230769230769231,0.16216216216216217,0.32085561497326204,0.9845999749593088,0.9985023740501391,0.8407369108038005,7864,123,1,12,123.0,1.0,12.0,7864.0,148.0
0.89,0.0967741935483871,0.9230769230769231,0.17518248175182483,0.3409090909090909,0.985977212971078,0.9985023740501391,0.8407369108038005,7875,112,1,12,112.0,1.0,12.0,7875.0,137.0
0.9,0.10344827586206896,0.9230769230769231,0.18604651162790697,0.35714285714285715,0.986978840616001,0.9985023740501391,0.8407369108038005,7883,104,1,12,104.0,1.0,12.0,7883.0,129.0
0.91,0.10909090909090909,0.9230769230769231,0.1951219512195122,0.37037037037037035,0.9877300613496932,0.9985023740501391,0.8407369108038005,7889,98,1,12,98.0,1.0,12.0,7889.0,123.0
0.92,0.11764705882352941,0.9230769230769231,0.20869565217391303,0.38961038961038963,0.9887316889946163,0.9985023740501391,0.8407369108038005,7897,90,1,12,90.0,1.0,12.0,7897.0,115.0
0.93,0.12244897959183673,0.9230769230769231,0.21621621621621623,0.4,0.9892325028170778,0.9985023740501391,0.8407369108038005,7901,86,1,12,86.0,1.0,12.0,7901.0,111.0
0.94,0.13186813186813187,0.9230769230769231,0.23076923076923078,0.4195804195804196,0.9901089270063854,0.9985023740501391,0.8407369108038005,7908,79,1,12,79.0,1.0,12.0,7908.0,104.0
0.95,0.14634146341463414,0.9230769230769231,0.25263157894736843,0.44776119402985076,0.9912357581069238,0.9985023740501391,0.8407369108038005,7917,70,1,12,70.0,1.0,12.0,7917.0,95.0
0.96,0.15789473684210525,0.9230769230769231,0.2696629213483146,0.46875,0.991986978840616,0.9985023740501391,0.8407369108038005,7923,64,1,12,64.0,1.0,12.0,7923.0,89.0
0.97,0.18461538461538463,0.9230769230769231,0.3076923076923077,0.5128205128205128,0.9933642168523851,0.9985023740501391,0.8407369108038005,7934,53,1,12,53.0,1.0,12.0,7934.0,78.0
0.98,0.19672131147540983,0.9230769230769231,0.32432432432432434,0.5309734513274337,0.9938650306748467,0.9985023740501391,0.8407369108038005,7938,49,1,12,49.0,1.0,12.0,7938.0,74.0
0.99,0.24489795918367346,0.9230769230769231,0.3870967741935484,0.594059405940594,0.9953674721422311,0.9985023740501391,0.8407369108038005,7950,37,1,12,37.0,1.0,12.0,7950.0,62.0
